city,timestamp,temperature,season
New York,2010-01-01,4.245995496065657,winter
New York,2010-01-02,5.771667866793969,winter
New York,2010-01-03,6.59521179723353,winter
New York,2010-01-04,4.542598638014433,winter
New York,2010-01-05,2.7132796675319035,winter
New York,2010-01-06,-3.5114220974028236,winter
New York,2010-01-07,-5.655839024806237,winter
New York,2010-01-08,-5.009827229398207,winter
New York,2010-01-09,7.0010545462846885,winter
New York,2010-01-10,5.376657015480704,winter
New York,2010-01-11,3.5437249778522464,winter
New York,2010-01-12,-4.276585427687499,winter
New York,2010-01-13,9.235425871951733,winter
New York,2010-01-14,-0.9359968861089156,winter
New York,2010-01-15,-3.476559809481242,winter
New York,2010-01-16,-2.2366879164930484,winter
New York,2010-01-17,1.5732343912749376,winter
New York,2010-01-18,6.3610283345402046,winter
New York,2010-01-19,9.989549254823263,winter
New York,2010-01-20,-2.2464583599831465,winter
New York,2010-01-21,3.0785919190011493,winter
New York,2010-01-22,7.48177707443957,winter
New York,2010-01-23,5.107114139426486,winter
New York,2010-01-24,5.107321309070965,winter
New York,2010-01-25,0.8248216766596216,winter
New York,2010-01-26,-0.7172893666622465,winter
New York,2010-01-27,-0.18546796313468666,winter
New York,2010-01-28,-3.3093274330517133,winter
New York,2010-01-29,6.143433527610691,winter
New York,2010-01-30,0.9718734524347811,winter
New York,2010-01-31,10.302367978696452,winter
New York,2010-02-01,-1.1215324160999114,winter
New York,2010-02-02,-2.2203495358208816,winter
New York,2010-02-03,-1.7667410499040508,winter
New York,2010-02-04,3.751517841002179,winter
New York,2010-02-05,0.34603475174703774,winter
New York,2010-02-06,-8.98286338414981,winter
New York,2010-02-07,-6.765612040502407,winter
New York,2010-02-08,-1.1021498540463712,winter
New York,2010-02-09,2.2658805787725296,winter
New York,2010-02-10,-10.913479503411263,winter
New York,2010-02-11,-4.883805137587561,winter
New York,2010-02-12,2.220230639845232,winter
New York,2010-02-13,-0.977829359086978,winter
New York,2010-02-14,3.3644823650661566,winter
New York,2010-02-15,1.861981086306558,winter
New York,2010-02-16,3.0188469379963294,winter
New York,2010-02-17,-3.388508848360261,winter
New York,2010-02-18,-1.2037406651464106,winter
New York,2010-02-19,2.0111817824610565,winter
New York,2010-02-20,-4.5775608115396835,winter
New York,2010-02-21,-2.645973800564223,winter
New York,2010-02-22,-10.241562301902778,winter
New York,2010-02-23,-0.47336803726101273,winter
New York,2010-02-24,-2.841556397181699,winter
New York,2010-02-25,-0.11555064798269787,winter
New York,2010-02-26,4.567688541653433,winter
New York,2010-02-27,-0.694630882063475,winter
New York,2010-02-28,2.8111045194911934,winter
New York,2010-03-01,2.610809137258241,spring
New York,2010-03-02,4.7872779218987045,spring
New York,2010-03-03,7.124208027385375,spring
New York,2010-03-04,12.456190044301742,spring
New York,2010-03-05,9.531420796285362,spring
New York,2010-03-06,5.070351490149255,spring
New York,2010-03-07,16.55776443587621,spring
New York,2010-03-08,8.584666370242523,spring
New York,2010-03-09,15.184092670182878,spring
New York,2010-03-10,13.866755354571804,spring
New York,2010-03-11,14.246400601326352,spring
New York,2010-03-12,9.442076924157208,spring
New York,2010-03-13,9.587792306542662,spring
New York,2010-03-14,2.8984009445565384,spring
New York,2010-03-15,17.21022732164156,spring
New York,2010-03-16,7.851480112598933,spring
New York,2010-03-17,7.391609124695133,spring
New York,2010-03-18,9.257022497149734,spring
New York,2010-03-19,17.183018990458976,spring
New York,2010-03-20,8.261879474414611,spring
New York,2010-03-21,8.615393859826952,spring
New York,2010-03-22,12.34644351425068,spring
New York,2010-03-23,19.362908644029346,spring
New York,2010-03-24,14.59483110073897,spring
New York,2010-03-25,15.237999296671386,spring
New York,2010-03-26,10.22098200676503,spring
New York,2010-03-27,15.475413220526535,spring
New York,2010-03-28,10.019893785496349,spring
New York,2010-03-29,8.685058739514286,spring
New York,2010-03-30,9.500124708640456,spring
New York,2010-03-31,14.834467671550755,spring
New York,2010-04-01,17.0162225849068,spring
New York,2010-04-02,10.043538443477582,spring
New York,2010-04-03,7.123341655625962,spring
New York,2010-04-04,8.83093194468301,spring
New York,2010-04-05,15.207460928651688,spring
New York,2010-04-06,10.393165950679574,spring
New York,2010-04-07,4.979344248060771,spring
New York,2010-04-08,8.409837549476638,spring
New York,2010-04-09,0.581239126558291,spring
New York,2010-04-10,14.817115049757142,spring
New York,2010-04-11,12.653090999943094,spring
New York,2010-04-12,13.00948645613798,spring
New York,2010-04-13,8.610788732685112,spring
New York,2010-04-14,11.278019652579854,spring
New York,2010-04-15,18.278526230214837,spring
New York,2010-04-16,8.139844108438055,spring
New York,2010-04-17,17.29201560777225,spring
New York,2010-04-18,4.454082099547078,spring
New York,2010-04-19,7.728796265411816,spring
New York,2010-04-20,2.1868019619072046,spring
New York,2010-04-21,8.20449054426683,spring
New York,2010-04-22,12.36053332191347,spring
New York,2010-04-23,11.343002146694085,spring
New York,2010-04-24,8.377806148419435,spring
New York,2010-04-25,10.455547799857127,spring
New York,2010-04-26,4.066154733171934,spring
New York,2010-04-27,10.327362206449685,spring
New York,2010-04-28,7.797194674839164,spring
New York,2010-04-29,6.357195184714914,spring
New York,2010-04-30,8.62264781586308,spring
New York,2010-05-01,9.282339934237497,spring
New York,2010-05-02,11.571735082844402,spring
New York,2010-05-03,6.569808517589329,spring
New York,2010-05-04,16.664516619874753,spring
New York,2010-05-05,10.014506878303434,spring
New York,2010-05-06,15.260813129595732,spring
New York,2010-05-07,10.757638270796205,spring
New York,2010-05-08,3.4758520588186066,spring
New York,2010-05-09,13.584549923505268,spring
New York,2010-05-10,12.972118254561146,spring
New York,2010-05-11,10.834239963260313,spring
New York,2010-05-12,5.513061704819053,spring
New York,2010-05-13,18.06452768361878,spring
New York,2010-05-14,10.951280448164821,spring
New York,2010-05-15,8.736419911641926,spring
New York,2010-05-16,10.468626347215862,spring
New York,2010-05-17,7.570917678631087,spring
New York,2010-05-18,18.08523926968809,spring
New York,2010-05-19,2.732857592931474,spring
New York,2010-05-20,20.336562258078267,spring
New York,2010-05-21,11.734257817555232,spring
New York,2010-05-22,9.33197016728488,spring
New York,2010-05-23,23.431604652809895,spring
New York,2010-05-24,2.738875915978424,spring
New York,2010-05-25,13.347773215459412,spring
New York,2010-05-26,6.99087559057079,spring
New York,2010-05-27,18.02459414371672,spring
New York,2010-05-28,1.9703186301828133,spring
New York,2010-05-29,-1.4018272875382713,spring
New York,2010-05-30,12.192363482695997,spring
New York,2010-05-31,4.775748827157215,spring
New York,2010-06-01,25.15954906914879,summer
New York,2010-06-02,28.344567752442437,summer
New York,2010-06-03,26.414683329457578,summer
New York,2010-06-04,28.910145879578014,summer
New York,2010-06-05,37.46641404032519,summer
New York,2010-06-06,26.393836666084038,summer
New York,2010-06-07,22.149744947622906,summer
New York,2010-06-08,25.79252184568907,summer
New York,2010-06-09,27.52676125492264,summer
New York,2010-06-10,25.526318124094768,summer
New York,2010-06-11,31.326898651827875,summer
New York,2010-06-12,20.751552028532696,summer
New York,2010-06-13,17.888446689588875,summer
New York,2010-06-14,28.40872334441341,summer
New York,2010-06-15,24.25228596185412,summer
New York,2010-06-16,24.726603731403895,summer
New York,2010-06-17,21.26523844404045,summer
New York,2010-06-18,29.56545815000566,summer
New York,2010-06-19,22.448364327065764,summer
New York,2010-06-20,38.70062883508446,summer
New York,2010-06-21,16.459248153254862,summer
New York,2010-06-22,25.332036999186073,summer
New York,2010-06-23,19.11569433494637,summer
New York,2010-06-24,38.05282140763401,summer
New York,2010-06-25,27.364308863997017,summer
New York,2010-06-26,22.782411334646994,summer
New York,2010-06-27,24.008119258967962,summer
New York,2010-06-28,33.61357510112169,summer
New York,2010-06-29,17.936699537477754,summer
New York,2010-06-30,31.869046088503847,summer
New York,2010-07-01,17.72220113496216,summer
New York,2010-07-02,20.6373549417547,summer
New York,2010-07-03,20.400184329546,summer
New York,2010-07-04,21.25001297478752,summer
New York,2010-07-05,30.71351188604875,summer
New York,2010-07-06,21.644780205324846,summer
New York,2010-07-07,20.746476221368756,summer
New York,2010-07-08,20.89552315388392,summer
New York,2010-07-09,24.39697790755363,summer
New York,2010-07-10,24.669211415840447,summer
New York,2010-07-11,18.68935837563384,summer
New York,2010-07-12,28.433680823988038,summer
New York,2010-07-13,22.69165917785053,summer
New York,2010-07-14,24.61631732252006,summer
New York,2010-07-15,16.108616979614926,summer
New York,2010-07-16,29.351439080034122,summer
New York,2010-07-17,23.413549026432182,summer
New York,2010-07-18,35.12215269829254,summer
